name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,genre,related_artists
Les timides - Live Olympia 1964,Olympia 64,Jacques Brel,1964,227893,8,0.717,0.446,0.368,0.0,0.531,-8.116,0.0417,112.195,5,belgian singer-songwriter,"['Georges Brassens', 'Léo Ferré', 'Barbara', 'Jean Ferrat', 'Claude Nougaro']"
Les jardins du casino - Live Olympia 1964,Olympia 64,Jacques Brel,1964,200906,7,0.506,0.489,0.621,0.0,0.38,-6.151,0.168,71.582,4,belgian singer-songwriter,"['Georges Brassens', 'Léo Ferré', 'Barbara', 'Jean Ferrat', 'Claude Nougaro']"
Le dernier repas - Live Olympia 1964,Olympia 64,Jacques Brel,1964,213000,7,0.441,0.466,0.525,0.0,0.564,-6.892,0.0773,95.132,3,belgian singer-songwriter,"['Georges Brassens', 'Léo Ferré', 'Barbara', 'Jean Ferrat', 'Claude Nougaro']"
Les Toros Avec Final - Live Olympia 64,Olympia 64,Jacques Brel,1964,197626,6,0.169,0.46,0.759,0.0,0.329,-6.711,0.261,112.205,4,belgian singer-songwriter,"['Georges Brassens', 'Léo Ferré', 'Barbara', 'Jean Ferrat', 'Claude Nougaro']"
Cry to Me,Rock 'N Soul,Solomon Burke,1964,154906,71,0.623,0.733,0.624,0.0,0.407,-9.849,0.0374,114.586,4,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
Just Out of Reach (Of My Two Empty Arms),Rock 'N Soul,Solomon Burke,1964,164493,26,0.869,0.48,0.293,5.59e-05,0.405,-14.683,0.0346,79.833,4,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
Goodbye Baby (Baby Goodbye),Rock 'N Soul,Solomon Burke,1964,202160,26,0.658,0.649,0.328,3.21e-06,0.116,-11.627,0.0344,121.867,3,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
If You Need Me,Rock 'N Soul,Solomon Burke,1964,154266,24,0.772,0.464,0.375,0.0,0.134,-8.445,0.0454,176.801,3,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
Can't Nobody Love You,Rock 'N Soul,Solomon Burke,1964,153493,40,0.784,0.614,0.357,0.0,0.117,-9.655,0.0353,91.999,3,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
Someone to Love Me,Rock 'N Soul,Solomon Burke,1964,184800,22,0.691,0.528,0.416,1.21e-06,0.191,-10.095,0.0324,125.444,3,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
You're Good for Me,Rock 'N Soul,Solomon Burke,1964,171200,25,0.68,0.623,0.568,0.0,0.249,-9.089,0.0357,97.731,3,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
Won't You Give Him (One More Chance),Rock 'N Soul,Solomon Burke,1964,156200,21,0.53,0.811,0.579,0.0,0.153,-9.677,0.0325,116.32,4,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
"Hard, Ain't It Hard",Rock 'N Soul,Solomon Burke,1964,169613,19,0.531,0.617,0.581,0.0,0.315,-10.672,0.0791,79.169,4,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
You Can't Love 'Em All,Rock 'N Soul,Solomon Burke,1964,165413,22,0.542,0.7,0.455,0.0,0.199,-9.924,0.103,135.338,4,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
Beautiful Brown Eyes,Rock 'N Soul,Solomon Burke,1964,226733,21,0.785,0.519,0.573,0.0,0.0638,-9.193,0.0308,152.347,3,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
He'll Have to Go,Rock 'N Soul,Solomon Burke,1964,201706,24,0.81,0.422,0.259,0.000124,0.107,-13.503,0.0347,156.728,4,soul,"['Wilson Pickett', 'Sam & Dave', 'Percy Sledge', 'Arthur Conley', 'The Staple Singers']"
Mama Said - Mono,A Girl Called Dusty,Dusty Springfield,1964-04-17,131360,24,0.0829,0.664,0.544,0.0,0.0946,-10.035,0.0472,132.533,4,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
You Don't Own Me,A Girl Called Dusty,Dusty Springfield,1964-04-17,148173,43,0.788,0.449,0.469,0.0,0.554,-9.631,0.0409,100.644,3,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
Do Re Mi,A Girl Called Dusty,Dusty Springfield,1964-04-17,140373,11,0.494,0.701,0.646,0.0,0.0829,-8.688,0.0895,132.995,4,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
When The Love Light Starts Shining Thru His Eyes,A Girl Called Dusty,Dusty Springfield,1964-04-17,185066,14,0.548,0.393,0.708,4.78e-06,0.792,-8.325,0.0814,188.964,4,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
My Colouring Book,A Girl Called Dusty,Dusty Springfield,1964-04-17,181200,17,0.9,0.27,0.144,2.43e-05,0.109,-16.226,0.0334,95.234,3,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
Mockingbird,A Girl Called Dusty,Dusty Springfield,1964-04-17,151333,11,0.819,0.694,0.451,0.0,0.174,-11.555,0.0415,124.442,4,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
Twenty-Four Hours From Tulsa - Mono Version,A Girl Called Dusty,Dusty Springfield,1964-04-17,184600,25,0.549,0.537,0.417,0.0,0.127,-10.874,0.0389,76.363,4,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
Nothing,A Girl Called Dusty,Dusty Springfield,1964-04-17,146960,9,0.384,0.665,0.741,0.000296,0.145,-8.505,0.0477,78.846,4,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
Anyone Who Had A Heart - Mono,A Girl Called Dusty,Dusty Springfield,1964-04-17,188573,30,0.697,0.507,0.338,2.04e-06,0.156,-11.831,0.0397,158.651,3,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
Will You Love Me Tomorrow,A Girl Called Dusty,Dusty Springfield,1964-04-17,158093,27,0.218,0.524,0.737,0.0307,0.114,-6.342,0.0395,138.632,4,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
Wishin' And Hopin' - Stereo Version,A Girl Called Dusty,Dusty Springfield,1964-04-17,173933,47,0.24,0.683,0.332,0.0,0.165,-11.425,0.0404,108.086,4,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
Don't You Know,A Girl Called Dusty,Dusty Springfield,1964-04-17,170266,9,0.435,0.556,0.604,0.0,0.389,-8.838,0.084,120.431,4,adult standards,"['Petula Clark', 'The Ronettes', 'The Chiffons', 'The Crystals', 'The Shirelles']"
Route 66,The Rolling Stones,The Rolling Stones,1964-04-16,140400,53,0.296,0.671,0.725,0.00022,0.0889,-10.065,0.065,85.27,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
I Just Want To Make Love To You - Mono Version,The Rolling Stones,The Rolling Stones,1964-04-16,137666,33,0.219,0.657,0.825,0.845,0.354,-8.94,0.098,126.817,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
Honest I Do,The Rolling Stones,The Rolling Stones,1964-04-16,129800,31,0.151,0.646,0.374,0.651,0.208,-10.706,0.103,87.593,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
Mona (I Need You Baby),The Rolling Stones,The Rolling Stones,1964-04-16,214693,32,0.0688,0.695,0.684,0.000257,0.0981,-9.968,0.133,99.014,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
Now I've Got A Witness,The Rolling Stones,The Rolling Stones,1964-04-16,151813,28,0.0375,0.666,0.682,0.912,0.256,-7.789,0.0298,97.849,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
Little By Little - Mono Version,The Rolling Stones,The Rolling Stones,1964-04-16,159706,32,0.0146,0.482,0.719,0.13,0.155,-8.794,0.0558,87.743,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
I'm A King Bee,The Rolling Stones,The Rolling Stones,1964-04-16,156146,34,0.0149,0.886,0.565,0.00378,0.0565,-10.818,0.0629,105.423,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
Carol,The Rolling Stones,The Rolling Stones,1964-04-16,154080,37,0.157,0.466,0.932,0.00617,0.324,-9.214,0.0429,177.34,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
Tell Me,The Rolling Stones,The Rolling Stones,1964-04-16,245266,35,0.0576,0.509,0.706,1.69e-06,0.516,-9.427,0.0843,122.015,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
Can I Get A Witness,The Rolling Stones,The Rolling Stones,1964-04-16,176080,28,0.371,0.79,0.774,0.0,0.0669,-7.961,0.072,97.035,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
You Can Make It If You Try,The Rolling Stones,The Rolling Stones,1964-04-16,121680,27,0.217,0.7,0.546,7.02e-05,0.166,-9.567,0.0622,102.634,3,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
Walking The Dog,The Rolling Stones,The Rolling Stones,1964-04-16,189186,33,0.383,0.727,0.934,0.0685,0.0965,-8.373,0.0359,125.275,4,album rock,"['The Yardbirds', 'The Zombies', 'Small Faces', 'The Byrds', 'T. Rex']"
I've Got a Tiger By the Tail,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,133120,0,0.521,0.639,0.575,0.000384,0.0678,-7.122,0.0321,96.87,4,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
Trouble and Me,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,115613,0,0.384,0.77,0.535,0.0651,0.0613,-9.059,0.0328,136.743,4,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
Let the Sad Times Roll On,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,135653,0,0.507,0.406,0.391,0.348,0.106,-9.983,0.0263,87.453,3,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
Wham Bam,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,122786,0,0.446,0.749,0.61,0.00103,0.049,-9.029,0.0287,100.462,4,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
If You Fall Out of Love With Me,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,137573,0,0.388,0.586,0.304,7.18e-05,0.0932,-11.192,0.0259,104.109,4,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
Fallin' for You,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,123306,0,0.418,0.718,0.599,0.0,0.12,-8.701,0.0348,105.99,4,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
We're Gonna Let the Good Times Roll,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,136800,0,0.607,0.652,0.698,1.32e-05,0.117,-7.732,0.031,87.668,4,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
The Band Keeps Playin' On,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,183746,0,0.15,0.429,0.35,2.27e-06,0.0945,-9.345,0.0302,116.726,4,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
Streets of Laredo,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,177506,0,0.324,0.571,0.23,1.48e-05,0.0783,-14.074,0.0267,83.843,3,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
Cryin' Time,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,151826,0,0.477,0.516,0.367,0.00146,0.0945,-9.82,0.0312,77.177,4,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
A Maiden's Prayer,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,154600,0,0.0154,0.511,0.36,0.775,0.0715,-10.132,0.0285,106.41,4,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
Memphis,I've Got a Tiger By the Tail,Buck Owens,1995-05-17,148346,0,0.342,0.835,0.563,0.359,0.0646,-8.893,0.0331,93.276,4,bakersfield sound,"['Ernest Tubb', 'Lefty Frizzell', 'Mel Tillis', 'Faron Young', 'Ray Price']"
"High School Confidential - Live At The Star-Club, Hamburg, Germany/1964",Live At The Star-Club Hamburg,Jerry Lee Lewis,1964,158826,17,0.709,0.337,0.897,0.000108,0.72,-8.07,0.144,108.654,4,piano rock,"['Little Richard', 'Bill Haley & His Comets', 'Carl Perkins', 'Chubby Checker', 'Fats Domino']"
"Money - Live At The Star-Club, Hamburg, Germany/1964",Live At The Star-Club Hamburg,Jerry Lee Lewis,1964,265000,19,0.0159,0.355,0.879,0.0616,0.92,-8.704,0.0426,146.965,4,piano rock,"['Little Richard', 'Bill Haley & His Comets', 'Carl Perkins', 'Chubby Checker', 'Fats Domino']"
"Great Balls Of Fire - Live At The Star-Club, Hamburg, Germany/1964",Live At The Star-Club Hamburg,Jerry Lee Lewis,1964,104000,21,0.505,0.285,0.901,0.000262,0.565,-7.321,0.16,175.289,4,piano rock,"['Little Richard', 'Bill Haley & His Comets', 'Carl Perkins', 'Chubby Checker', 'Fats Domino']"
"Good Golly, Miss Molly - Live At The Star-Club, Hamburg, Germany/1964",Live At The Star-Club Hamburg,Jerry Lee Lewis,1964,141000,18,0.0224,0.335,0.975,0.0228,0.941,-7.066,0.0628,92.292,4,piano rock,"['Little Richard', 'Bill Haley & His Comets', 'Carl Perkins', 'Chubby Checker', 'Fats Domino']"
"Lewis' Boogie - Live At The Star-Club, Hamburg, Germany/1964",Live At The Star-Club Hamburg,Jerry Lee Lewis,1964,125506,14,0.0722,0.401,0.9,0.00546,0.623,-6.954,0.147,93.166,4,piano rock,"['Little Richard', 'Bill Haley & His Comets', 'Carl Perkins', 'Chubby Checker', 'Fats Domino']"
"Your Cheating Heart - Live At The Star-Club, Hamburg, Germany/1964",Live At The Star-Club Hamburg,Jerry Lee Lewis,1964,169493,13,0.802,0.4,0.608,1.71e-06,0.94,-9.665,0.0422,104.759,4,piano rock,"['Little Richard', 'Bill Haley & His Comets', 'Carl Perkins', 'Chubby Checker', 'Fats Domino']"
"Long, Tall Sally - Live At The Star-Club, Hamburg, Germany/1964",Live At The Star-Club Hamburg,Jerry Lee Lewis,1964,113000,18,0.0591,0.271,0.888,0.0109,0.758,-7.499,0.074,97.351,4,piano rock,"['Little Richard', 'Bill Haley & His Comets', 'Carl Perkins', 'Chubby Checker', 'Fats Domino']"
"Whole Lotta Shakin' Goin' On - Live At The Star-Club, Hamburg, Germany/1964",Live At The Star-Club Hamburg,Jerry Lee Lewis,1964,267573,17,0.0281,0.311,0.835,0.0337,0.397,-9.012,0.0557,92.211,4,piano rock,"['Little Richard', 'Bill Haley & His Comets', 'Carl Perkins', 'Chubby Checker', 'Fats Domino']"
The Witch,Here Are the Sonics,The Sonics,1965,160826,34,0.136,0.528,0.827,0.0,0.305,-5.969,0.0295,82.13,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Do You Love Me,Here Are the Sonics,The Sonics,1965,138933,26,0.0815,0.395,0.841,0.0,0.383,-5.957,0.0411,79.484,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Roll over Beethoven,Here Are the Sonics,The Sonics,1965,169306,22,0.304,0.515,0.842,0.0,0.305,-7.726,0.0421,79.044,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Boss Hoss,Here Are the Sonics,The Sonics,1965,144266,25,0.143,0.581,0.873,0.0,0.168,-5.571,0.0619,75.042,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Dirty Robber,Here Are the Sonics,The Sonics,1965,122560,21,0.695,0.402,0.879,0.0,0.0736,-5.854,0.117,167.588,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Have Love Will Travel,Here Are the Sonics,The Sonics,1965,160400,55,0.727,0.506,0.948,0.0,0.0904,-5.626,0.105,130.195,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Psycho,Here Are the Sonics,The Sonics,1965,137866,32,0.214,0.519,0.893,2.85e-06,0.282,-5.34,0.0483,137.733,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Money,Here Are the Sonics,The Sonics,1965,120706,28,0.394,0.461,0.95,0.0,0.328,-5.199,0.0641,148.302,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Walkin' the Dog,Here Are the Sonics,The Sonics,1965,165466,25,0.644,0.538,0.89,0.0,0.208,-5.256,0.0455,121.032,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Night Time Is the Right Time,Here Are the Sonics,The Sonics,1965,178133,21,0.551,0.612,0.827,0.0,0.0726,-6.337,0.0465,105.539,3,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Strychnine,Here Are the Sonics,The Sonics,1965,133093,40,0.419,0.331,0.957,0.0,0.102,-6.101,0.0504,143.299,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Good Golly Miss Molly,Here Are the Sonics,The Sonics,1965,128840,19,0.633,0.578,0.963,0.0,0.312,-5.424,0.0865,88.24,4,classic garage rock,"['The Seeds', 'MC5', 'The Monks', 'The Fuzztones', ""Flamin' Groovies""]"
Subterranean Homesick Blues,Bringing It All Back Home,Bob Dylan,1965-03-22,141293,57,0.702,0.576,0.727,0.0,0.324,-9.973,0.05,173.854,4,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
She Belongs to Me,Bringing It All Back Home,Bob Dylan,1965-03-22,166706,45,0.696,0.729,0.382,0.0,0.152,-14.07,0.0367,112.179,4,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
Maggie's Farm,Bringing It All Back Home,Bob Dylan,1965-03-22,234626,41,0.481,0.415,0.72,0.0,0.185,-11.177,0.0492,176.785,4,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
Love Minus Zero,Bringing It All Back Home,Bob Dylan,1965-03-22,171106,41,0.571,0.702,0.56,0.0,0.109,-12.323,0.0342,125.452,4,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
Outlaw Blues,Bringing It All Back Home,Bob Dylan,1965-03-22,184266,34,0.724,0.655,0.71,6.76e-06,0.13,-10.877,0.0281,89.658,4,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
On the Road Again,Bringing It All Back Home,Bob Dylan,1965-03-22,155426,34,0.57,0.769,0.646,0.0,0.137,-10.723,0.0685,118.773,4,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
Bob Dylan's 115th Dream,Bringing It All Back Home,Bob Dylan,1965-03-22,389800,36,0.565,0.666,0.617,0.0,0.0498,-10.851,0.0628,105.648,4,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
Mr. Tambourine Man,Bringing It All Back Home,Bob Dylan,1965-03-22,330533,60,0.794,0.39,0.31,0.0,0.379,-14.545,0.0676,177.515,4,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
Gates of Eden,Bringing It All Back Home,Bob Dylan,1965-03-22,340040,33,0.527,0.44,0.213,0.0,0.103,-14.978,0.0502,181.339,3,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
"It's Alright, Ma (I'm Only Bleeding)",Bringing It All Back Home,Bob Dylan,1965-03-22,449093,43,0.597,0.681,0.257,0.0,0.161,-15.348,0.0695,115.867,4,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
"It's All Over Now, Baby Blue",Bringing It All Back Home,Bob Dylan,1965-03-22,252066,48,0.655,0.698,0.197,0.0,0.0716,-14.792,0.0383,122.864,4,classic rock,"['Neil Young', 'Lou Reed', 'Paul Simon', 'George Harrison', 'The Band']"
Ole Man Trouble,Otis Blue,Otis Redding,1965-09-15,156186,26,0.546,0.659,0.309,0.000557,0.133,-12.308,0.0287,75.076,4,classic soul,"['Percy Sledge', 'Wilson Pickett', 'Sam Cooke', 'Al Green', 'Sam & Dave']"
Respect,Otis Blue,Otis Redding,1965-09-15,131426,25,0.204,0.707,0.732,3.95e-05,0.0357,-8.44,0.0433,117.063,4,classic soul,"['Percy Sledge', 'Wilson Pickett', 'Sam Cooke', 'Al Green', 'Sam & Dave']"
A Change Is Gonna Come,Otis Blue,Otis Redding,1965-09-15,255533,30,0.661,0.426,0.299,1.33e-05,0.375,-11.322,0.0492,89.384,3,classic soul,"['Percy Sledge', 'Wilson Pickett', 'Sam Cooke', 'Al Green', 'Sam & Dave']"
Down in the Valley,Otis Blue,Otis Redding,1965-09-15,179266,28,0.517,0.782,0.398,0.00698,0.0539,-11.258,0.0471,97.465,4,classic soul,"['Percy Sledge', 'Wilson Pickett', 'Sam Cooke', 'Al Green', 'Sam & Dave']"
I've Been Loving You Too Long,Otis Blue,Otis Redding,1965-09-15,176880,29,0.724,0.5,0.247,0.000374,0.0781,-13.41,0.0341,150.144,3,classic soul,"['Percy Sledge', 'Wilson Pickett', 'Sam Cooke', 'Al Green', 'Sam & Dave']"
Shake,Otis Blue,Otis Redding,1965-09-15,161666,23,0.323,0.576,0.555,0.000191,0.107,-9.634,0.0774,164.797,4,classic soul,"['Percy Sledge', 'Wilson Pickett', 'Sam Cooke', 'Al Green', 'Sam & Dave']"
My Girl,Otis Blue,Otis Redding,1965-09-15,175426,25,0.499,0.493,0.406,1.14e-05,0.143,-5.979,0.0562,203.956,4,classic soul,"['Percy Sledge', 'Wilson Pickett', 'Sam Cooke', 'Al Green', 'Sam & Dave']"
Wonderful World,Otis Blue,Otis Redding,1965-09-15,191533,30,0.54,0.863,0.624,8.43e-06,0.03,-5.637,0.0375,105.49,4,classic soul,"['Percy Sledge', 'Wilson Pickett', 'Sam Cooke', 'Al Green', 'Sam & Dave']"
Rock Me Baby,Otis Blue,Otis Redding,1965-09-15,205933,26,0.35,0.743,0.374,0.000694,0.129,-10.484,0.0487,67.196,4,classic soul,"['Percy Sledge', 'Wilson Pickett', 'Sam Cooke', 'Al Green', 'Sam & Dave']"
